time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,move_measure,school_stability,children_count,children_percent
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 2 years on 31 March,Any moves,Total children,725,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,142,20
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 2 years on 31 March,Mid-year moves,Total children,725,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,91,13
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA on 31 March,Any moves,Total children,783,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA on 31 March,Any moves,With one or more moves during the year,65,8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA on 31 March,Mid-year moves,Total children,783,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,32,4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 2 years on 31 March,Any moves,Total children,335,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,73,22
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 2 years on 31 March,Mid-year moves,Total children,335,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,57,17
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA on 31 March,Any moves,Total children,389,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA on 31 March,Any moves,With one or more moves during the year,43,11
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA on 31 March,Mid-year moves,Total children,389,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,35,9
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 2 years on 31 March,Any moves,Total children,328,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,107,33
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 2 years on 31 March,Mid-year moves,Total children,328,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,83,25
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA on 31 March,Any moves,Total children,395,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA on 31 March,Any moves,With one or more moves during the year,77,19
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA on 31 March,Mid-year moves,Total children,395,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,49,12
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 2 years on 31 March,Any moves,Total children,336,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,77,23
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 2 years on 31 March,Mid-year moves,Total children,336,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,48,14
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA on 31 March,Any moves,Total children,380,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA on 31 March,Any moves,With one or more moves during the year,60,16
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA on 31 March,Mid-year moves,Total children,380,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,38,10
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 2 years on 31 March,Any moves,Total children,17,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,c,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 2 years on 31 March,Mid-year moves,Total children,17,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,0,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA on 31 March,Any moves,Total children,14,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA on 31 March,Any moves,With one or more moves during the year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA on 31 March,Mid-year moves,Total children,14,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,0,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 2 years on 31 March,Any moves,Total children,335,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,73,22
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 2 years on 31 March,Mid-year moves,Total children,335,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,41,12
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA on 31 March,Any moves,Total children,387,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA on 31 March,Any moves,With one or more moves during the year,50,13
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA on 31 March,Mid-year moves,Total children,387,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,25,6
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA 2 years on 31 March,Any moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA 2 years on 31 March,Mid-year moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA on 31 March,Any moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA on 31 March,Any moves,With one or more moves during the year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA on 31 March,Mid-year moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA 2 years on 31 March,Any moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA 2 years on 31 March,Mid-year moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA on 31 March,Any moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA on 31 March,Any moves,With one or more moves during the year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA on 31 March,Mid-year moves,Total children,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 2 years on 31 March,Any moves,Total children,440,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,119,27
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 2 years on 31 March,Mid-year moves,Total children,440,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,81,18
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA on 31 March,Any moves,Total children,529,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA on 31 March,Any moves,With one or more moves during the year,84,16
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA on 31 March,Mid-year moves,Total children,529,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,53,10
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 2 years on 31 March,Any moves,Total children,348,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,70,20
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 2 years on 31 March,Mid-year moves,Total children,348,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,37,11
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA on 31 March,Any moves,Total children,398,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA on 31 March,Any moves,With one or more moves during the year,48,12
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA on 31 March,Mid-year moves,Total children,398,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,25,6
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 2 years on 31 March,Any moves,Total children,293,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,64,22
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 2 years on 31 March,Mid-year moves,Total children,293,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,34,12
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA on 31 March,Any moves,Total children,366,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA on 31 March,Any moves,With one or more moves during the year,52,14
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA on 31 March,Mid-year moves,Total children,366,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,29,8
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 2 years on 31 March,Any moves,Total children,611,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,136,22
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 2 years on 31 March,Mid-year moves,Total children,611,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,74,12
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA on 31 March,Any moves,Total children,686,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA on 31 March,Any moves,With one or more moves during the year,69,10
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA on 31 March,Mid-year moves,Total children,686,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,34,5
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 2 years on 31 March,Any moves,Total children,447,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,99,22
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 2 years on 31 March,Mid-year moves,Total children,447,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,74,17
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA on 31 March,Any moves,Total children,531,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA on 31 March,Any moves,With one or more moves during the year,68,13
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA on 31 March,Mid-year moves,Total children,531,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,43,8
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 2 years on 31 March,Any moves,Total children,179,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,35,20
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 2 years on 31 March,Mid-year moves,Total children,179,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,22,12
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA on 31 March,Any moves,Total children,194,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA on 31 March,Any moves,With one or more moves during the year,30,15
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA on 31 March,Mid-year moves,Total children,194,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,18,9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 2 years on 31 March,Any moves,Total children,209,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,46,22
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 2 years on 31 March,Mid-year moves,Total children,209,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,22,11
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA on 31 March,Any moves,Total children,246,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA on 31 March,Any moves,With one or more moves during the year,17,7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA on 31 March,Mid-year moves,Total children,246,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,8,3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 2 years on 31 March,Any moves,Total children,535,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,122,23
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 2 years on 31 March,Mid-year moves,Total children,535,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,88,16
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA on 31 March,Any moves,Total children,616,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA on 31 March,Any moves,With one or more moves during the year,69,11
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA on 31 March,Mid-year moves,Total children,616,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,46,7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 2 years on 31 March,Any moves,Total children,204,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,33,16
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 2 years on 31 March,Mid-year moves,Total children,204,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,20,10
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA on 31 March,Any moves,Total children,282,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA on 31 March,Any moves,With one or more moves during the year,33,12
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA on 31 March,Mid-year moves,Total children,282,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,18,6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 2 years on 31 March,Any moves,Total children,1037,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,206,20
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 2 years on 31 March,Mid-year moves,Total children,1037,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,146,14
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA on 31 March,Any moves,Total children,1122,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA on 31 March,Any moves,With one or more moves during the year,111,10
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA on 31 March,Mid-year moves,Total children,1122,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,60,5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 2 years on 31 March,Any moves,Total children,359,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,68,19
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 2 years on 31 March,Mid-year moves,Total children,359,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,39,11
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA on 31 March,Any moves,Total children,411,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA on 31 March,Any moves,With one or more moves during the year,40,10
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA on 31 March,Mid-year moves,Total children,411,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,19,5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 2 years on 31 March,Any moves,Total children,356,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,61,17
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 2 years on 31 March,Mid-year moves,Total children,356,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,38,11
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA on 31 March,Any moves,Total children,365,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA on 31 March,Any moves,With one or more moves during the year,19,5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA on 31 March,Mid-year moves,Total children,365,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,11,3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 2 years on 31 March,Any moves,Total children,481,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,91,19
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 2 years on 31 March,Mid-year moves,Total children,481,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,58,12
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA on 31 March,Any moves,Total children,545,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA on 31 March,Any moves,With one or more moves during the year,48,9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA on 31 March,Mid-year moves,Total children,545,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,30,6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 2 years on 31 March,Any moves,Total children,260,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,30,12
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 2 years on 31 March,Mid-year moves,Total children,260,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,17,7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA on 31 March,Any moves,Total children,317,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA on 31 March,Any moves,With one or more moves during the year,17,5
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA on 31 March,Mid-year moves,Total children,317,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CLA on 31 March,Mid-year moves,With one or more mid-year moves during the year,9,3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 2 years on 31 March,Any moves,Total children,363,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 2 years on 31 March,Any moves,With one or more moves during the previous 2 years,73,20
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 2 years on 31 March,Mid-year moves,Total children,363,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CLA 2 years on 31 March,Mid-year moves,With one or more mid-year moves during the previous 2 years,44,12
